CustomerID,purchase_cnt,item_cnt,recency,user_total,user_average,unique_products,average_interval,total_transactions,cancel_frequency,cancel_rate
15016,1,76,172,170,170,20,0,1,0,0
16147,1,246,133,375,375,22,0,1,0,0
15837,1,189,64,392,392,24,0,1,0,0
16650,1,372,71,518,518,24,0,1,0,0
17829,1,496,298,889,889,30,0,1,0,0
16113,1,176,183,161,161,30,0,1,0,0
12631,1,232,57,481,481,30,0,1,0,0
17891,1,393,162,204,204,34,0,1,0,0
17660,1,121,141,179,179,37,0,1,0,0
17967,1,73,371,112,112,41,0,1,0,0
15074,1,431,105,736,736,41,0,1,0,0
15437,1,79,262,200,200,44,0,1,0,0
13607,1,288,40,676,676,93,0,1,0,0
17941,1,252,130,305,305,2,0,1,0,0
12756,1,144,86,112,112,4,0,1,0,0
17122,1,80,119,138,138,7,0,1,0,0
13182,1,201,45,121,121,11,0,1,0,0
16471,1,141,274,224,224,13,0,1,0,0
17600,1,144,17,162,162,13,0,1,0,0
15254,1,275,127,300,300,18,0,1,0,0
16260,1,311,50,1035,1035,18,0,1,0,0
13398,1,281,192,457,457,26,0,1,0,0
15167,1,65,320,159,159,39,0,1,0,0
16921,1,154,61,154,154,50,0,1,0,0
17248,1,213,120,319,319,68,0,1,0,0
16976,1,88,267,252,252,2,0,1,0,0
16429,1,9,106,285,285,2,0,1,0,0
16784,1,24,19,108,108,3,0,1,0,0
15347,1,130,366,202,202,5,0,1,0,0
16377,1,1500,267,676,676,5,0,1,0,0
17698,1,93,260,155,155,8,0,1,0,0
15843,1,27,303,119,119,8,0,1,0,0
14314,1,296,106,120,120,8,0,1,0,0
17148,1,82,51,125,125,9,0,1,0,0
18278,1,66,73,174,174,9,0,1,0,0
15758,1,47,24,205,205,9,0,1,0,0
16282,1,114,339,168,168,11,0,1,0,0
13325,1,240,81,675,675,12,0,1,0,0
17359,1,161,11,128,128,13,0,1,0,0
15783,1,212,10,246,246,14,0,1,0,0
14885,1,724,131,765,765,15,0,1,0,0
16339,1,21,284,94,94,17,0,1,0,0
15193,1,144,60,499,499,19,0,1,0,0
16697,1,27,241,113,113,20,0,1,0,0
15153,1,198,31,329,329,22,0,1,0,0
12923,1,67,64,172,172,27,0,1,0,0
15475,1,319,77,454,454,29,0,1,0,0
18119,1,124,367,181,181,29,0,1,0,0
15318,1,642,3,313,313,33,0,1,0,0
17551,1,142,359,290,290,39,0,1,0,0
14725,1,588,24,656,656,45,0,1,0,0
13667,1,149,149,299,299,82,0,1,0,0
17443,1,504,219,534,534,1,0,1,0,0
16148,1,72,296,76,76,1,0,1,0,0
17079,1,24,78,119,119,2,0,1,0,0
13160,1,56,22,92,92,4,0,1,0,0
17174,1,41,217,60,60,4,0,1,0,0
13522,1,44,30,126,126,5,0,1,0,0
17640,1,250,86,622,622,5,0,1,0,0
15397,1,20,289,94,94,6,0,1,0,0
14967,1,140,49,464,464,6,0,1,0,0
15739,1,472,66,449,449,8,0,1,0,0
16917,1,232,276,392,392,9,0,1,0,0
13690,1,67,59,172,172,9,0,1,0,0
18165,1,254,177,302,302,10,0,1,0,0
14327,1,139,163,312,312,12,0,1,0,0
12355,1,240,214,459,459,13,0,1,0,0
12834,1,110,282,312,312,18,0,1,0,0
15261,1,270,135,255,255,19,0,1,0,0
18099,1,149,127,168,168,19,0,1,0,0
12976,1,561,211,739,739,22,0,1,0,0
16773,1,170,57,165,165,22,0,1,0,0
13322,1,117,17,199,199,25,0,1,0,0
18216,1,200,31,482,482,26,0,1,0,0
16491,1,478,46,732,732,39,0,1,0,0
13708,1,300,271,283,283,48,0,1,0,0
15286,1,55,49,241,241,3,0,1,0,0
14185,1,6,331,198,198,3,0,1,0,0
15160,1,84,357,158,158,4,0,1,0,0
17060,1,216,266,234,234,5,0,1,0,0
15247,1,160,122,356,356,6,0,1,0,0
14641,1,90,21,110,110,7,0,1,0,0
17349,1,102,179,98,98,8,0,1,0,0
12367,1,172,4,151,151,10,0,1,0,0
12442,1,181,3,144,144,11,0,1,0,0
17939,1,40,159,99,99,12,0,1,0,0
12660,1,126,11,227,227,12,0,1,0,0
13663,1,91,179,189,189,13,0,1,0,0
17973,1,176,51,337,337,15,0,1,0,0
12436,1,209,99,429,429,15,0,1,0,0
17040,1,181,137,450,450,15,0,1,0,0
15319,1,175,283,205,205,16,0,1,0,0
18251,1,7824,87,4315,4315,16,0,1,0,0
16423,1,230,24,346,346,18,0,1,0,0
16135,1,209,262,518,518,21,0,1,0,0
17508,1,289,280,387,387,22,0,1,0,0
18212,1,92,326,216,216,30,0,1,0,0
17344,1,65,46,158,158,31,0,1,0,0
17962,1,127,142,102,102,33,0,1,0,0
16887,1,156,35,192,192,35,0,1,0,0
16932,1,82,53,150,150,44,0,1,0,0
17303,1,144,361,250,250,53,0,1,0,0
13339,1,326,200,860,860,54,0,1,0,0
17832,1,208,49,155,155,61,0,1,0,0
12988,1,126,292,506,506,75,0,1,0,0
12378,1,2529,129,4009,4009,219,0,1,0,0
16468,1,31,74,75,75,2,0,1,0,0
17775,1,72,254,56,56,3,0,1,0,0
17620,1,60,59,81,81,4,0,1,0,0
14542,1,19,185,103,103,5,0,1,0,0
14582,1,73,40,114,114,6,0,1,0,0
14345,1,50,38,109,109,6,0,1,0,0
14438,1,82,306,132,132,9,0,1,0,0
17714,1,92,320,153,153,10,0,1,0,0
15886,1,147,60,181,181,12,0,1,0,0
17531,1,136,190,297,297,14,0,1,0,0
16177,1,95,50,332,332,15,0,1,0,0
15634,1,99,17,244,244,15,0,1,0,0
16850,1,249,333,332,332,19,0,1,0,0
15017,1,63,33,126,126,20,0,1,0,0
15652,1,208,91,338,338,21,0,1,0,0
16826,1,158,51,342,342,22,0,1,0,0
15551,1,218,36,436,436,29,0,1,0,0
17111,1,282,47,232,232,29,0,1,0,0
12425,1,496,78,777,777,36,0,1,0,0
14485,1,70,38,163,163,44,0,1,0,0
17793,1,226,25,300,300,49,0,1,0,0
15041,1,103,170,180,180,66,0,1,0,0
17619,1,124,312,214,214,71,0,1,0,0
17382,1,24,65,50,50,1,0,1,0,0
13841,1,100,252,85,85,1,0,1,0,0
17948,1,144,147,359,359,1,0,1,0,0
14821,1,20,366,49,49,2,0,1,0,0
14259,1,68,141,120,120,5,0,1,0,0
18019,1,7,51,38,38,5,0,1,0,0
15222,1,440,318,585,585,5,0,1,0,0
15168,1,52,25,107,107,5,0,1,0,0
15395,1,17,325,107,107,7,0,1,0,0
13866,1,57,74,146,146,7,0,1,0,0
13786,1,136,367,230,230,7,0,1,0,0
15226,1,71,310,154,154,8,0,1,0,0
16006,1,84,211,101,101,8,0,1,0,0
14406,1,77,119,157,157,8,0,1,0,0
18066,1,108,75,318,318,10,0,1,0,0
15385,1,161,40,317,317,12,0,1,0,0
13441,1,204,91,297,297,13,0,1,0,0
14870,1,119,261,327,327,13,0,1,0,0
17475,1,178,79,194,194,14,0,1,0,0
12812,1,164,44,230,230,15,0,1,0,0
15623,1,125,141,301,301,19,0,1,0,0
13239,1,327,261,330,330,21,0,1,0,0
18006,1,220,23,445,445,21,0,1,0,0
17046,1,510,157,642,642,22,0,1,0,0
14647,1,91,201,236,236,24,0,1,0,0
15975,1,243,84,371,371,24,0,1,0,0
15292,1,55,201,178,178,24,0,1,0,0
15904,1,84,8,165,165,30,0,1,0,0
15725,1,221,15,415,415,32,0,1,0,0
17843,1,88,303,198,198,35,0,1,0,0
17514,1,135,128,209,209,40,0,1,0,0
16494,1,675,296,827,827,47,0,1,0,0
17597,1,1176,213,2044,2044,55,0,1,0,0
18117,1,604,25,314,314,67,0,1,0,0
16022,1,255,260,603,603,68,0,1,0,0
16054,1,380,145,784,784,70,0,1,0,0
12603,1,56,21,613,613,1,0,1,0,0
13366,1,144,50,56,56,1,0,1,0,0
16659,1,72,189,39,39,2,0,1,0,0
17553,1,1048,129,1488,1488,2,0,1,0,0
13011,1,13,372,51,51,3,0,1,0,0
17212,1,147,253,227,227,4,0,1,0,0
16617,1,91,235,152,152,5,0,1,0,0
14353,1,64,215,91,91,6,0,1,0,0
16213,1,48,78,159,159,6,0,1,0,0
12884,1,43,88,309,309,7,0,1,0,0
15432,1,65,23,171,171,10,0,1,0,0
13898,1,133,325,156,156,12,0,1,0,0
15554,1,74,277,217,217,14,0,1,0,0
18010,1,60,256,175,175,14,0,1,0,0
14633,1,96,266,345,345,20,0,1,0,0
16072,1,140,288,584,584,23,0,1,0,0
15075,1,447,77,773,773,27,0,1,0,0
16392,1,201,269,218,218,41,0,1,0,0
13278,1,537,40,543,543,46,0,1,0,0
15645,1,255,18,612,612,49,0,1,0,0
12752,1,2262,81,4367,4367,53,0,1,0,0
12688,1,3028,113,4874,4874,171,0,1,0,0
12736,1,168,332,144,144,3,0,1,0,0
12587,1,50,7,104,104,3,0,1,0,0
13296,1,78,137,87,87,5,0,1,0,0
17718,1,83,232,139,139,6,0,1,0,0
14789,1,116,28,198,198,6,0,1,0,0
17879,1,45,173,179,179,6,0,1,0,0
12966,1,75,9,160,160,10,0,1,0,0
17309,1,41,95,83,83,11,0,1,0,0
15096,1,120,42,219,219,11,0,1,0,0
15174,1,145,322,136,136,11,0,1,0,0
13482,1,116,232,185,185,11,0,1,0,0
16125,1,124,367,289,289,13,0,1,0,0
16527,1,106,81,228,228,14,0,1,0,0
13351,1,116,66,324,324,15,0,1,0,0
12740,1,342,63,428,428,27,0,1,0,0
15517,1,293,233,267,267,27,0,1,0,0
16732,1,317,31,604,604,28,0,1,0,0
15300,1,292,64,496,496,28,0,1,0,0
13833,1,117,159,384,384,28,0,1,0,0
15556,1,236,24,280,280,31,0,1,0,0
12374,1,339,25,623,623,32,0,1,0,0
16052,1,282,54,362,362,34,0,1,0,0
12739,1,485,99,976,976,37,0,1,0,0
15576,1,394,37,921,921,43,0,1,0,0
16902,1,629,116,1707,1707,43,0,1,0,0
12764,1,386,316,1694,1694,45,0,1,0,0
17908,1,169,373,232,232,51,0,1,0,0
17070,1,131,114,304,304,62,0,1,0,0
17923,1,50,282,208,208,1,0,1,0,0
15442,1,120,248,594,594,2,0,1,0,0
14457,1,88,310,114,114,4,0,1,0,0
15610,1,66,51,112,112,6,0,1,0,0
12821,1,70,214,93,93,6,0,1,0,0
16597,1,184,4,90,90,7,0,1,0,0
13976,1,154,206,358,358,10,0,1,0,0
14863,1,132,29,267,267,11,0,1,0,0
15578,1,52,162,127,127,13,0,1,0,0
17142,1,81,239,579,579,15,0,1,0,0
17011,1,186,30,271,271,15,0,1,0,0
13245,1,125,50,431,431,16,0,1,0,0
16123,1,170,51,308,308,16,0,1,0,0
13045,1,221,99,305,305,18,0,1,0,0
15748,1,50,40,144,144,19,0,1,0,0
13844,1,196,11,362,362,20,0,1,0,0
17510,1,214,24,308,308,20,0,1,0,0
15185,1,666,70,311,311,21,0,1,0,0
16982,1,182,60,384,384,22,0,1,0,0
15592,1,354,46,389,389,24,0,1,0,0
17960,1,41,171,74,74,26,0,1,0,0
17520,1,365,53,547,547,30,0,1,0,0
12390,1,350,79,505,505,31,0,1,0,0
15335,1,79,53,170,170,34,0,1,0,0
16345,1,288,44,565,565,35,0,1,0,0
16718,1,407,369,606,606,41,0,1,0,0
14801,1,173,61,189,189,56,0,1,0,0
13357,1,321,257,609,609,85,0,1,0,0
12357,1,2708,33,6208,6208,131,0,1,0,0
15004,1,622,147,1220,1220,153,0,1,0,0
13703,1,10,318,100,100,1,0,1,0,0
12401,1,10,303,69,69,4,0,1,0,0
16106,1,74,65,108,108,6,0,1,0,0
13095,1,144,70,74,74,6,0,1,0,0
16178,1,94,138,198,198,8,0,1,0,0
16829,1,99,156,197,197,11,0,1,0,0
13980,1,172,60,200,200,11,0,1,0,0
14932,1,79,365,314,314,16,0,1,0,0
17140,1,296,247,454,454,16,0,1,0,0
15520,1,314,1,343,343,18,0,1,0,0
13626,1,209,252,257,257,19,0,1,0,0
13600,1,324,312,220,220,19,0,1,0,0
17226,1,406,308,393,393,21,0,1,0,0
16425,1,199,302,303,303,21,0,1,0,0
14100,1,63,137,192,192,24,0,1,0,0
14174,1,94,33,134,134,26,0,1,0,0
15372,1,2924,137,2007,2007,27,0,1,0,0
15052,1,79,319,208,208,27,0,1,0,0
17569,1,159,332,344,344,29,0,1,0,0
14270,1,197,331,493,493,29,0,1,0,0
12521,1,306,142,546,546,37,0,1,0,0
17051,1,179,194,241,241,40,0,1,0,0
16936,1,171,25,262,262,56,0,1,0,0
16024,1,377,12,246,246,60,0,1,0,0
12534,1,645,130,981,981,62,0,1,0,0
15313,1,25,110,52,52,1,0,1,0,0
15940,1,4,311,36,36,1,0,1,0,0
13739,1,54,18,217,217,3,0,1,0,0
15368,1,230,21,447,447,4,0,1,0,0
15593,1,60,70,200,200,5,0,1,0,0
18191,1,140,261,208,208,7,0,1,0,0
15419,1,230,24,136,136,8,0,1,0,0
16457,1,140,218,208,208,9,0,1,0,0
12441,1,120,366,156,156,10,0,1,0,0
14806,1,330,75,193,193,11,0,1,0,0
14012,1,160,277,329,329,11,0,1,0,0
18262,1,182,140,149,149,13,0,1,0,0
15667,1,240,39,301,301,13,0,1,0,0
14689,1,76,208,113,113,13,0,1,0,0
16247,1,182,170,115,115,16,0,1,0,0
18120,1,31,214,111,111,17,0,1,0,0
13923,1,185,53,351,351,20,0,1,0,0
17767,1,128,15,271,271,21,0,1,0,0
12580,1,236,246,380,380,23,0,1,0,0
15988,1,180,19,157,157,26,0,1,0,0
16708,1,285,45,657,657,27,0,1,0,0
17972,1,36,241,135,135,30,0,1,0,0
14968,1,127,30,148,148,37,0,1,0,0
14036,1,268,284,627,627,38,0,1,0,0
13291,1,233,155,361,361,41,0,1,0,0
13302,1,5,155,64,64,1,0,1,0,0
14566,1,800,110,1432,1432,4,0,1,0,0
14437,1,60,365,63,63,5,0,1,0,0
16959,1,49,87,117,117,7,0,1,0,0
17958,1,84,116,508,508,7,0,1,0,0
13161,1,29,313,113,113,8,0,1,0,0
18209,1,58,28,139,139,8,0,1,0,0
14908,1,132,74,278,278,9,0,1,0,0
12651,1,78,334,114,114,9,0,1,0,0
14889,1,90,336,136,136,10,0,1,0,0
13262,1,125,263,200,200,11,0,1,0,0
16847,1,78,43,193,193,12,0,1,0,0
17855,1,197,372,209,209,17,0,1,0,0
13803,1,121,255,277,277,17,0,1,0,0
17901,1,24,29,110,110,19,0,1,0,0
12648,1,159,154,300,300,20,0,1,0,0
13801,1,168,66,325,325,23,0,1,0,0
14894,1,265,85,656,656,23,0,1,0,0
14184,1,127,66,453,453,24,0,1,0,0
17333,1,375,85,494,494,28,0,1,0,0
18104,1,362,37,755,755,38,0,1,0,0
16084,1,216,299,436,436,38,0,1,0,0
15978,1,888,77,1099,1099,49,0,1,0,0
15460,1,107,354,214,214,53,0,1,0,0
16406,1,116,18,154,154,54,0,1,0,0
13979,1,639,73,870,870,54,0,1,0,0
15019,1,150,266,253,253,64,0,1,0,0
12611,1,846,52,1193,1193,65,0,1,0,0
15720,1,281,24,599,599,128,0,1,0,0
15070,1,36,372,106,106,1,0,1,0,0
13270,1,200,366,590,590,1,0,1,0,0
15423,1,101,38,44,44,2,0,1,0,0
12353,1,20,204,89,89,4,0,1,0,0
14661,1,35,26,108,108,4,0,1,0,0
13723,1,43,217,200,200,6,0,1,0,0
12881,1,21,275,298,298,7,0,1,0,0
13062,1,342,191,332,332,10,0,1,0,0
15895,1,94,149,179,179,11,0,1,0,0
14666,1,155,24,180,180,13,0,1,0,0
12795,1,64,18,318,318,13,0,1,0,0
13067,1,32,82,115,115,14,0,1,0,0
17176,1,170,201,306,306,15,0,1,0,0
13874,1,180,358,540,540,18,0,1,0,0
16563,1,486,53,1078,1078,19,0,1,0,0
13304,1,238,351,300,300,21,0,1,0,0
13332,1,179,14,351,351,21,0,1,0,0
15243,1,185,74,317,317,22,0,1,0,0
17486,1,191,261,397,397,24,0,1,0,0
12491,1,258,38,424,424,24,0,1,0,0
15639,1,323,134,425,425,25,0,1,0,0
12573,1,84,227,161,161,26,0,1,0,0
13358,1,284,268,389,389,28,0,1,0,0
15326,1,386,333,312,312,29,0,1,0,0
14489,1,299,207,463,463,30,0,1,0,0
14753,1,211,87,563,563,30,0,1,0,0
17244,1,616,53,955,955,31,0,1,0,0
14966,1,179,14,183,183,35,0,1,0,0
12478,1,233,3,546,546,35,0,1,0,0
14362,1,96,22,152,152,37,0,1,0,0
15723,1,73,364,191,191,37,0,1,0,0
17251,1,108,362,270,270,37,0,1,0,0
14357,1,147,43,225,225,39,0,1,0,0
16893,1,62,366,146,146,44,0,1,0,0
17331,1,16,123,175,175,1,0,1,0,0
17291,1,72,308,551,551,1,0,1,0,0
12873,1,128,282,374,374,4,0,1,0,0
13645,1,158,120,252,252,5,0,1,0,0
15180,1,36,367,88,88,6,0,1,0,0
17556,1,101,205,158,158,6,0,1,0,0
17709,1,17,169,137,137,7,0,1,0,0
15692,1,138,28,191,191,12,0,1,0,0
14218,1,160,42,169,169,12,0,1,0,0
18074,1,190,373,490,490,13,0,1,0,0
12581,1,160,39,180,180,14,0,1,0,0
12531,1,45,14,125,125,17,0,1,0,0
12452,1,181,16,349,349,20,0,1,0,0
17970,1,513,211,563,563,27,0,1,0,0
13974,1,249,49,414,414,28,0,1,0,0
16104,1,122,61,298,298,28,0,1,0,0
17197,1,191,29,1013,1013,29,0,1,0,0
15510,1,2,330,250,250,1,0,1,0,0
12864,1,216,138,147,147,3,0,1,0,0
15256,1,55,148,98,98,6,0,1,0,0
13347,1,204,70,291,291,7,0,1,0,0
14219,1,78,4,90,90,7,0,1,0,0
14693,1,34,264,173,173,8,0,1,0,0
17643,1,71,373,102,102,8,0,1,0,0
15204,1,258,357,317,317,9,0,1,0,0
18215,1,118,89,299,299,13,0,1,0,0
15236,1,269,298,321,321,15,0,1,0,0
13886,1,126,71,244,244,16,0,1,0,0
17171,1,185,289,225,225,16,0,1,0,0
15820,1,128,319,207,207,17,0,1,0,0
14348,1,183,260,410,410,18,0,1,0,0
18056,1,211,288,364,364,19,0,1,0,0
18203,1,43,157,160,160,19,0,1,0,0
13395,1,336,185,308,308,21,0,1,0,0
12792,1,215,256,345,345,24,0,1,0,0
17219,1,89,31,114,114,24,0,1,0,0
16272,1,224,116,412,412,25,0,1,0,0
12447,1,187,243,431,431,25,0,1,0,0
16152,1,642,268,1829,1829,29,0,1,0,0
17712,1,215,44,523,523,29,0,1,0,0
13639,1,800,74,1033,1033,39,0,1,0,0
12851,1,106,96,132,132,43,0,1,0,0
17839,1,257,42,318,318,50,0,1,0,0
16990,1,100,218,179,179,1,0,1,0,0
14705,1,100,198,179,179,1,0,1,0,0
13298,1,96,1,360,360,2,0,1,0,0
15619,1,136,10,336,336,3,0,1,0,0
15445,1,58,264,114,114,5,0,1,0,0
16582,1,164,113,314,314,6,0,1,0,0
14143,1,30,133,116,116,7,0,1,0,0
14368,1,36,319,155,155,8,0,1,0,0
17534,1,103,53,223,223,9,0,1,0,0
15219,1,45,176,306,306,9,0,1,0,0
16752,1,54,372,207,207,9,0,1,0,0
13070,1,110,192,229,229,9,0,1,0,0
14727,1,62,274,269,269,10,0,1,0,0
18280,1,45,277,181,181,10,0,1,0,0
16096,1,155,264,321,321,12,0,1,0,0
15607,1,202,336,105,105,13,0,1,0,0
17415,1,114,79,508,508,14,0,1,0,0
13706,1,189,302,331,331,20,0,1,0,0
17542,1,134,269,171,171,24,0,1,0,0
14317,1,255,64,509,509,24,0,1,0,0
15789,1,438,358,351,351,25,0,1,0,0
16117,1,130,189,232,232,30,0,1,0,0
15386,1,446,186,394,394,31,0,1,0,0
13572,1,534,205,1384,1384,32,0,1,0,0
13235,1,441,212,1031,1031,53,0,1,0,0
12550,1,564,79,825,825,56,0,1,0,0
13635,1,677,67,1071,1071,62,0,1,0,0
12371,1,582,59,1528,1528,62,0,1,0,0
17844,1,52,106,52,52,5,0,1,0,0
13689,1,512,63,910,910,6,0,1,0,0
16757,1,81,318,107,107,7,0,1,0,0
14890,1,51,253,126,126,7,0,1,0,0
14632,1,96,262,115,115,8,0,1,0,0
16913,1,82,290,113,113,8,0,1,0,0
17525,1,82,359,423,423,9,0,1,0,0
12831,1,135,262,215,215,9,0,1,0,0
14714,1,229,24,160,160,10,0,1,0,0
16337,1,87,36,151,151,10,0,1,0,0
12350,1,196,310,294,294,16,0,1,0,0
14247,1,47,278,137,137,19,0,1,0,0
16404,1,157,70,443,443,23,0,1,0,0
13602,1,267,64,429,429,23,0,1,0,0
17138,1,126,275,381,381,24,0,1,0,0
12893,1,90,30,177,177,27,0,1,0,0
18011,1,71,373,103,103,28,0,1,0,0
14375,1,184,185,236,236,57,0,1,0,0
15488,1,72,92,76,76,1,0,1,0,0
16545,1,78,164,339,339,3,0,1,0,0
18058,1,88,9,170,170,3,0,1,0,0
13877,1,108,86,117,117,3,0,1,0,0
18050,1,40,359,74,74,5,0,1,0,0
16569,1,93,3,124,124,5,0,1,0,0
14795,1,17,166,131,131,6,0,1,0,0
14887,1,1100,79,1862,1862,6,0,1,0,0
15158,1,198,45,401,401,7,0,1,0,0
13103,1,82,39,244,244,8,0,1,0,0
15803,1,290,51,416,416,8,0,1,0,0
13751,1,152,288,296,296,9,0,1,0,0
12641,1,71,115,146,146,9,0,1,0,0
13926,1,104,23,224,224,11,0,1,0,0
12602,1,162,58,153,153,12,0,1,0,0
12770,1,743,210,1351,1351,12,0,1,0,0
15637,1,128,52,223,223,15,0,1,0,0
15346,1,144,332,252,252,17,0,1,0,0
14757,1,160,75,421,421,19,0,1,0,0
13716,1,138,269,138,138,21,0,1,0,0
15454,1,86,362,179,179,23,0,1,0,0
13740,1,425,240,351,351,23,0,1,0,0
17957,1,275,66,111,111,30,0,1,0,0
14923,1,418,50,749,749,44,0,1,0,0
15255,1,489,66,891,891,47,0,1,0,0
17247,1,105,15,280,280,53,0,1,0,0
15891,1,417,226,509,509,59,0,1,0,0
16222,1,325,318,774,774,120,0,1,0,0
16454,1,2,64,6,6,1,0,1,0,0
14373,1,17,358,77,77,4,0,1,0,0
15899,1,39,368,56,56,4,0,1,0,0
16387,1,44,322,94,94,4,0,1,0,0
15463,1,106,29,126,126,7,0,1,0,0
17123,1,246,161,345,345,9,0,1,0,0
12702,1,52,19,201,201,11,0,1,0,0
13697,1,177,38,151,151,12,0,1,0,0
13052,1,222,212,348,348,18,0,1,0,0
13774,1,192,81,345,345,22,0,1,0,0
13244,1,38,92,122,122,27,0,1,0,0
14652,1,53,77,114,114,29,0,1,0,0
15303,1,248,290,574,574,31,0,1,0,0
12667,1,391,58,460,460,32,0,1,0,0
13354,1,604,71,744,744,51,0,1,0,0
13583,1,723,155,768,768,52,0,1,0,0
16445,1,111,33,231,231,62,0,1,0,0
14093,1,391,12,434,434,95,0,1,0,0
15992,1,17,3,42,42,3,0,1,0,0
14371,1,34,295,101,101,4,0,1,0,0
16610,1,66,219,76,76,6,0,1,0,0
17455,1,66,203,132,132,8,0,1,0,0
17464,1,220,158,290,290,9,0,1,0,0
17871,1,182,204,156,156,10,0,1,0,0
16846,1,135,50,214,214,11,0,1,0,0
17128,1,76,334,157,157,14,0,1,0,0
13828,1,311,22,209,209,15,0,1,0,0
13382,1,131,280,223,223,15,0,1,0,0
14972,1,28,128,115,115,18,0,1,0,0
16482,1,346,15,221,221,18,0,1,0,0
16193,1,219,236,314,314,19,0,1,0,0
15343,1,84,87,365,365,21,0,1,0,0
12365,1,173,291,321,321,21,0,1,0,0
15264,1,265,64,394,394,23,0,1,0,0
17582,1,123,236,175,175,28,0,1,0,0
17431,1,292,313,403,403,41,0,1,0,0
16415,1,178,44,200,200,45,0,1,0,0
13474,1,129,236,227,227,59,0,1,0,0
12349,1,630,18,1458,1458,72,0,1,0,0
12890,1,256,24,377,377,78,0,1,0,0
12391,1,293,21,440,440,92,0,1,0,0
14382,1,1231,26,615,615,121,0,1,0,0
18133,1,1350,212,931,931,1,0,1,0,0
17763,1,12,263,15,15,1,0,1,0,0
17408,1,3,163,33,33,2,0,1,0,0
16623,1,39,245,129,129,5,0,1,0,0
13947,1,44,65,91,91,5,0,1,0,0
17574,1,77,242,186,186,8,0,1,0,0
13973,1,109,287,265,265,11,0,1,0,0
17684,1,145,43,239,239,15,0,1,0,0
17354,1,1006,50,1393,1393,15,0,1,0,0
15127,1,251,65,407,407,16,0,1,0,0
15825,1,220,172,533,533,20,0,1,0,0
16627,1,162,79,323,323,20,0,1,0,0
12564,1,130,261,403,403,20,0,1,0,0
17654,1,41,277,118,118,22,0,1,0,0
15921,1,162,172,323,323,24,0,1,0,0
13570,1,161,243,239,239,27,0,1,0,0
16613,1,293,70,619,619,30,0,1,0,0
14349,1,86,10,134,134,31,0,1,0,0
16903,1,247,29,363,363,50,0,1,0,0
13336,1,559,77,795,795,51,0,1,0,0
17458,1,170,15,317,317,52,0,1,0,0
13243,1,232,203,585,585,56,0,1,0,0
17914,1,457,3,329,329,72,0,1,0,0
17715,1,384,200,326,326,1,0,1,0,0
13185,1,12,267,71,71,1,0,1,0,0
14424,1,48,17,322,322,1,0,1,0,0
13228,1,200,81,358,358,2,0,1,0,0
13551,1,12,319,92,92,4,0,1,0,0
14054,1,62,65,92,92,6,0,1,0,0
17325,1,60,280,97,97,6,0,1,0,0
15717,1,70,234,150,150,7,0,1,0,0
15937,1,73,64,145,145,7,0,1,0,0
16432,1,276,64,287,287,8,0,1,0,0
17245,1,75,204,171,171,9,0,1,0,0
14271,1,88,225,112,112,10,0,1,0,0
15659,1,111,43,306,306,11,0,1,0,0
14886,1,160,252,365,365,18,0,1,0,0
18105,1,46,37,113,113,18,0,1,0,0
13887,1,147,204,350,350,19,0,1,0,0
16063,1,262,260,335,335,23,0,1,0,0
16751,1,1031,30,1765,1765,24,0,1,0,0
17124,1,129,185,294,294,31,0,1,0,0
13355,1,314,122,675,675,32,0,1,0,0
12418,1,407,112,669,669,34,0,1,0,0
17125,1,281,50,230,230,34,0,1,0,0
14988,1,141,211,335,335,40,0,1,0,0
17499,1,711,289,623,623,40,0,1,0,0
16485,1,235,77,364,364,41,0,1,0,0
17561,1,144,19,165,165,44,0,1,0,0
16776,1,254,60,372,372,61,0,1,0,0
13532,1,129,33,210,210,66,0,1,0,0
16504,1,510,25,466,466,76,0,1,0,0
16737,1,288,53,418,418,1,0,1,0,0
17995,1,133,281,76,76,2,0,1,0,0
16565,1,46,364,174,174,3,0,1,0,0
16505,1,576,31,778,778,4,0,1,0,0
12548,1,48,166,67,67,4,0,1,0,0
16351,1,90,332,154,154,8,0,1,0,0
14280,1,52,196,134,134,8,0,1,0,0
17279,1,48,57,188,188,8,0,1,0,0
17118,1,154,317,157,157,10,0,1,0,0
15844,1,134,46,131,131,11,0,1,0,0
16181,1,152,73,306,306,11,0,1,0,0
16450,1,200,149,312,312,11,0,1,0,0
15307,1,37,95,205,205,12,0,1,0,0
17877,1,98,170,238,238,12,0,1,0,0
16105,1,330,248,337,337,13,0,1,0,0
16848,1,182,52,281,281,14,0,1,0,0
15087,1,470,281,307,307,15,0,1,0,0
17893,1,149,225,107,107,15,0,1,0,0
17895,1,127,44,95,95,15,0,1,0,0
13990,1,190,213,311,311,16,0,1,0,0
14974,1,37,37,90,90,17,0,1,0,0
12718,1,201,71,202,202,18,0,1,0,0
13210,1,316,93,353,353,22,0,1,0,0
12733,1,137,234,384,384,22,0,1,0,0
12725,1,162,371,372,372,23,0,1,0,0
17233,1,131,35,191,191,25,0,1,0,0
16025,1,338,29,440,440,28,0,1,0,0
13737,1,125,200,340,340,29,0,1,0,0
15435,1,54,22,149,149,29,0,1,0,0
15900,1,216,23,337,337,44,0,1,0,0
14171,1,167,98,364,364,57,0,1,0,0
16895,1,91,64,202,202,57,0,1,0,0
17986,1,10,56,21,21,1,0,1,0,0
